sample_id,path,label,dataset,has_audio,fps,duration_sec,face_detected,notes
amglqdgbev,datasets/rgb/DFDC/test/frames/amglqdgbev,1,DFDC,1,30,1.066667,1,32 frames available
amimehafgd,datasets/rgb/DFDC/test/frames/amimehafgd,1,DFDC,1,30,1.066667,1,32 frames available
ammxvdodoj,datasets/rgb/DFDC/test/frames/ammxvdodoj,1,DFDC,0,30,1.066667,1,32 frames available
amqnzhseqg,datasets/rgb/DFDC/test/frames/amqnzhseqg,0,DFDC,1,30,1.066667,1,32 frames available
amwhgrjvkw,datasets/rgb/DFDC/test/frames/amwhgrjvkw,1,DFDC,1,30,0.4,1,12 frames available
anbwazfoqq,datasets/rgb/DFDC/test/frames/anbwazfoqq,1,DFDC,0,30,0.633333,1,19 frames available
angbdylxus,datasets/rgb/DFDC/test/frames/angbdylxus,0,DFDC,1,30,0.2,1,6 frames available
anhpzbkbky,datasets/rgb/DFDC/test/frames/anhpzbkbky,0,DFDC,1,30,1.066667,1,32 frames available
anjqzvkkzc,datasets/rgb/DFDC/test/frames/anjqzvkkzc,0,DFDC,1,30,0.1,1,3 frames available
ankdyoquiu,datasets/rgb/DFDC/test/frames/ankdyoquiu,0,DFDC,1,30,0.033333,1,1 frames available
annbfwzdkn,datasets/rgb/DFDC/test/frames/annbfwzdkn,0,DFDC,1,30,1.066667,1,32 frames available
ansmokqvyf,datasets/rgb/DFDC/test/frames/ansmokqvyf,0,DFDC,1,30,1.066667,1,32 frames available
anwjyexgco,datasets/rgb/DFDC/test/frames/anwjyexgco,1,DFDC,1,30,1.066667,1,32 frames available
aojmitmdps,datasets/rgb/DFDC/test/frames/aojmitmdps,1,DFDC,1,30,1.066667,1,32 frames available
aoooytoctg,datasets/rgb/DFDC/test/frames/aoooytoctg,0,DFDC,1,10,1.4,1,14 frames available
aopxwjvixh,datasets/rgb/DFDC/test/frames/aopxwjvixh,1,DFDC,0,30,1.066667,1,32 frames available
aoseweruvl,datasets/rgb/DFDC/test/frames/aoseweruvl,1,DFDC,1,30,0.8,1,24 frames available
apcdwmjxvo,datasets/rgb/DFDC/test/frames/apcdwmjxvo,1,DFDC,1,30,1.066667,1,32 frames available
apglzrxxto,datasets/rgb/DFDC/test/frames/apglzrxxto,0,DFDC,1,30,1.066667,1,32 frames available
apinnvhoub,datasets/rgb/DFDC/test/frames/apinnvhoub,1,DFDC,1,15,2.133333,1,32 frames available
apmxeenhpt,datasets/rgb/DFDC/test/frames/apmxeenhpt,0,DFDC,1,30,0.2,1,6 frames available
apniylcvur,datasets/rgb/DFDC/test/frames/apniylcvur,0,DFDC,1,30,1.066667,1,32 frames available
aptiynmftl,datasets/rgb/DFDC/test/frames/aptiynmftl,1,DFDC,1,30,1.066667,1,32 frames available
apxvcgeale,datasets/rgb/DFDC/test/frames/apxvcgeale,1,DFDC,1,30,1.066667,1,32 frames available
apzaiuqphz,datasets/rgb/DFDC/test/frames/apzaiuqphz,0,DFDC,0,30,0.066667,1,2 frames available
apzddimgzr,datasets/rgb/DFDC/test/frames/apzddimgzr,1,DFDC,0,30,0.966667,1,29 frames available
aqosntzsws,datasets/rgb/DFDC/test/frames/aqosntzsws,1,DFDC,1,30,1.066667,1,32 frames available
aqrfwmaxsc,datasets/rgb/DFDC/test/frames/aqrfwmaxsc,1,DFDC,1,30,1.066667,1,32 frames available
aqtauyhhoh,datasets/rgb/DFDC/test/frames/aqtauyhhoh,0,DFDC,1,30,0.566667,1,17 frames available
aqtrruhcat,datasets/rgb/DFDC/test/frames/aqtrruhcat,0,DFDC,1,30,1.0,1,30 frames available
ardzcbujjc,datasets/rgb/DFDC/test/frames/ardzcbujjc,1,DFDC,1,30,1.033333,1,31 frames available
arlolgssas,datasets/rgb/DFDC/test/frames/arlolgssas,0,DFDC,1,30,1.066667,1,32 frames available
armrdzmgav,datasets/rgb/DFDC/test/frames/armrdzmgav,1,DFDC,1,30,1.066667,1,32 frames available
aruuwelxrv,datasets/rgb/DFDC/test/frames/aruuwelxrv,1,DFDC,0,30,1.066667,1,32 frames available
arvapvgzii,datasets/rgb/DFDC/test/frames/arvapvgzii,0,DFDC,1,30,0.4,1,12 frames available
ascobsrydl,datasets/rgb/DFDC/test/frames/ascobsrydl,0,DFDC,1,15,2.133333,1,32 frames available
asoxlgqueu,datasets/rgb/DFDC/test/frames/asoxlgqueu,0,DFDC,0,30,1.066667,1,32 frames available
asrdqzspqj,datasets/rgb/DFDC/test/frames/asrdqzspqj,1,DFDC,1,30,1.066667,1,32 frames available
astfuznijm,datasets/rgb/DFDC/test/frames/astfuznijm,1,DFDC,1,30,1.066667,1,32 frames available
aswrmkooxl,datasets/rgb/DFDC/test/frames/aswrmkooxl,0,DFDC,1,30,1.066667,1,32 frames available
aswwimjudg,datasets/rgb/DFDC/test/frames/aswwimjudg,1,DFDC,1,30,1.066667,1,32 frames available
asxjsmwsfd,datasets/rgb/DFDC/test/frames/asxjsmwsfd,1,DFDC,1,30,1.066667,1,32 frames available
asygmewpwe,datasets/rgb/DFDC/test/frames/asygmewpwe,0,DFDC,0,30,1.066667,1,32 frames available
atavtujddj,datasets/rgb/DFDC/test/frames/atavtujddj,0,DFDC,1,30,1.066667,1,32 frames available
athiurugzg,datasets/rgb/DFDC/test/frames/athiurugzg,1,DFDC,1,10,3.2,1,32 frames available
atngtvgsqz,datasets/rgb/DFDC/test/frames/atngtvgsqz,1,DFDC,0,30,1.066667,1,32 frames available
atsnlkcrea,datasets/rgb/DFDC/test/frames/atsnlkcrea,1,DFDC,1,30,1.033333,1,31 frames available
atzwngrzez,datasets/rgb/DFDC/test/frames/atzwngrzez,1,DFDC,1,30,1.066667,1,32 frames available
aubfotksjv,datasets/rgb/DFDC/test/frames/aubfotksjv,0,DFDC,1,30,0.866667,1,26 frames available
aucftdmmze,datasets/rgb/DFDC/test/frames/aucftdmmze,0,DFDC,0,30,0.433333,1,13 frames available
auhhwfzmvw,datasets/rgb/DFDC/test/frames/auhhwfzmvw,1,DFDC,1,20,1.6,1,32 frames available
aulattntes,datasets/rgb/DFDC/test/frames/aulattntes,1,DFDC,1,30,0.033333,1,1 frames available
aunuinfsap,datasets/rgb/DFDC/test/frames/aunuinfsap,0,DFDC,1,30,0.1,1,3 frames available
auomfeqgtj,datasets/rgb/DFDC/test/frames/auomfeqgtj,1,DFDC,1,30,1.066667,1,32 frames available
auttliqxls,datasets/rgb/DFDC/test/frames/auttliqxls,0,DFDC,1,30,0.566667,1,17 frames available
avfglbzzpu,datasets/rgb/DFDC/test/frames/avfglbzzpu,0,DFDC,0,30,0.966667,1,29 frames available
avgbrvqybz,datasets/rgb/DFDC/test/frames/avgbrvqybz,0,DFDC,1,30,1.066667,1,32 frames available
avlnzlacbm,datasets/rgb/DFDC/test/frames/avlnzlacbm,0,DFDC,1,30,1.066667,1,32 frames available
avlsohbebl,datasets/rgb/DFDC/test/frames/avlsohbebl,0,DFDC,1,30,1.066667,1,32 frames available
avpceuqpuq,datasets/rgb/DFDC/test/frames/avpceuqpuq,0,DFDC,0,30,1.066667,1,32 frames available
avqvjbickl,datasets/rgb/DFDC/test/frames/avqvjbickl,0,DFDC,1,30,0.466667,1,14 frames available
avtdrvnfyh,datasets/rgb/DFDC/test/frames/avtdrvnfyh,0,DFDC,0,30,0.466667,1,14 frames available
avtkdiqllr,datasets/rgb/DFDC/test/frames/avtkdiqllr,1,DFDC,1,30,0.033333,1,1 frames available
avtpmzitxr,datasets/rgb/DFDC/test/frames/avtpmzitxr,0,DFDC,1,30,0.5,1,15 frames available
avweiyeelf,datasets/rgb/DFDC/test/frames/avweiyeelf,1,DFDC,1,30,1.066667,1,32 frames available
avypixeujq,datasets/rgb/DFDC/test/frames/avypixeujq,1,DFDC,1,30,1.066667,1,32 frames available
awqbyzfohj,datasets/rgb/DFDC/test/frames/awqbyzfohj,0,DFDC,1,30,1.066667,1,32 frames available
axhxbelqwr,datasets/rgb/DFDC/test/frames/axhxbelqwr,0,DFDC,1,30,0.433333,1,13 frames available
axmdvjhcin,datasets/rgb/DFDC/test/frames/axmdvjhcin,0,DFDC,1,30,1.066667,1,32 frames available
ayagglqkys,datasets/rgb/DFDC/test/frames/ayagglqkys,1,DFDC,1,30,1.066667,1,32 frames available
ayerajnhmy,datasets/rgb/DFDC/test/frames/ayerajnhmy,1,DFDC,1,30,0.2,1,6 frames available
ayhhwrghfe,datasets/rgb/DFDC/test/frames/ayhhwrghfe,0,DFDC,1,30,1.066667,1,32 frames available
aylwesnztz,datasets/rgb/DFDC/test/frames/aylwesnztz,0,DFDC,1,30,1.066667,1,32 frames available
aynopeqpyf,datasets/rgb/DFDC/test/frames/aynopeqpyf,1,DFDC,1,30,0.666667,1,20 frames available
ayyngmwebw,datasets/rgb/DFDC/test/frames/ayyngmwebw,1,DFDC,1,30,1.066667,1,32 frames available
azdmkyyfgv,datasets/rgb/DFDC/test/frames/azdmkyyfgv,0,DFDC,1,30,1.066667,1,32 frames available
azdtcaxvxw,datasets/rgb/DFDC/test/frames/azdtcaxvxw,1,DFDC,1,30,1.066667,1,32 frames available
azebzruzqi,datasets/rgb/DFDC/test/frames/azebzruzqi,1,DFDC,1,30,1.066667,1,32 frames available
azfqzngkga,datasets/rgb/DFDC/test/frames/azfqzngkga,1,DFDC,1,30,1.066667,1,32 frames available
aziormhfvb,datasets/rgb/DFDC/test/frames/aziormhfvb,0,DFDC,1,30,0.133333,1,4 frames available
azkdermivp,datasets/rgb/DFDC/test/frames/azkdermivp,0,DFDC,1,30,0.6,1,18 frames available
azoowhvqng,datasets/rgb/DFDC/test/frames/azoowhvqng,1,DFDC,1,30,1.066667,1,32 frames available
baefqrgttz,datasets/rgb/DFDC/test/frames/baefqrgttz,0,DFDC,1,30,1.066667,1,32 frames available
bahslhiujq,datasets/rgb/DFDC/test/frames/bahslhiujq,1,DFDC,1,30,1.066667,1,32 frames available
bakrkkibfx,datasets/rgb/DFDC/test/frames/bakrkkibfx,0,DFDC,1,30,1.0,1,30 frames available
bauxtweokm,datasets/rgb/DFDC/test/frames/bauxtweokm,0,DFDC,1,30,1.066667,1,32 frames available
baxkiopsps,datasets/rgb/DFDC/test/frames/baxkiopsps,1,DFDC,1,30,1.066667,1,32 frames available
bbbcqjmpyu,datasets/rgb/DFDC/test/frames/bbbcqjmpyu,1,DFDC,1,30,1.066667,1,32 frames available
bbjmqnuhea,datasets/rgb/DFDC/test/frames/bbjmqnuhea,1,DFDC,0,30,1.066667,1,32 frames available
bbkwdpnfxx,datasets/rgb/DFDC/test/frames/bbkwdpnfxx,0,DFDC,1,30,1.066667,1,32 frames available
bbnuxuehbc,datasets/rgb/DFDC/test/frames/bbnuxuehbc,0,DFDC,1,30,1.066667,1,32 frames available
bbqvdmkxoc,datasets/rgb/DFDC/test/frames/bbqvdmkxoc,0,DFDC,1,15,2.133333,1,32 frames available
bbyemmiuwy,datasets/rgb/DFDC/test/frames/bbyemmiuwy,1,DFDC,1,30,1.066667,1,32 frames available
bcawgqaica,datasets/rgb/DFDC/test/frames/bcawgqaica,1,DFDC,1,30,0.433333,1,13 frames available
bcjatefpva,datasets/rgb/DFDC/test/frames/bcjatefpva,1,DFDC,1,30,1.066667,1,32 frames available
bclygfslat,datasets/rgb/DFDC/test/frames/bclygfslat,0,DFDC,1,30,1.0,1,30 frames available
bcppeksvoh,datasets/rgb/DFDC/test/frames/bcppeksvoh,0,DFDC,1,30,1.066667,1,32 frames available
bcpzcqbwcv,datasets/rgb/DFDC/test/frames/bcpzcqbwcv,1,DFDC,1,30,1.066667,1,32 frames available
bcqfxynbkq,datasets/rgb/DFDC/test/frames/bcqfxynbkq,0,DFDC,1,30,1.066667,1,32 frames available
bcrbbfpdqu,datasets/rgb/DFDC/test/frames/bcrbbfpdqu,0,DFDC,1,30,0.033333,1,1 frames available
bdekjiaakf,datasets/rgb/DFDC/test/frames/bdekjiaakf,1,DFDC,0,30,0.966667,1,29 frames available
bdlcufupou,datasets/rgb/DFDC/test/frames/bdlcufupou,0,DFDC,1,30,1.066667,1,32 frames available
bdnlpsvzlh,datasets/rgb/DFDC/test/frames/bdnlpsvzlh,0,DFDC,1,30,1.066667,1,32 frames available
bdrusuytvj,datasets/rgb/DFDC/test/frames/bdrusuytvj,0,DFDC,1,30,1.033333,1,31 frames available
bdxgegsjpi,datasets/rgb/DFDC/test/frames/bdxgegsjpi,0,DFDC,1,30,1.066667,1,32 frames available
bdywikyrnc,datasets/rgb/DFDC/test/frames/bdywikyrnc,0,DFDC,1,30,1.066667,1,32 frames available
bedtxqqodx,datasets/rgb/DFDC/test/frames/bedtxqqodx,1,DFDC,1,30,1.066667,1,32 frames available
behmjnahbe,datasets/rgb/DFDC/test/frames/behmjnahbe,0,DFDC,1,30,0.7,1,21 frames available
belyafpqap,datasets/rgb/DFDC/test/frames/belyafpqap,0,DFDC,1,30,1.066667,1,32 frames available
bemsdmintq,datasets/rgb/DFDC/test/frames/bemsdmintq,1,DFDC,1,30,1.066667,1,32 frames available
beozwqdkms,datasets/rgb/DFDC/test/frames/beozwqdkms,0,DFDC,1,30,1.066667,1,32 frames available
bepzmgxsef,datasets/rgb/DFDC/test/frames/bepzmgxsef,0,DFDC,1,30,1.066667,1,32 frames available
berivhgeil,datasets/rgb/DFDC/test/frames/berivhgeil,1,DFDC,1,30,1.066667,1,32 frames available
betcgskcqv,datasets/rgb/DFDC/test/frames/betcgskcqv,1,DFDC,0,30,1.066667,1,32 frames available
betrjffelh,datasets/rgb/DFDC/test/frames/betrjffelh,1,DFDC,1,30,1.066667,1,32 frames available
bezgpdxiqo,datasets/rgb/DFDC/test/frames/bezgpdxiqo,0,DFDC,1,20,1.6,1,32 frames available
bfflcttxnt,datasets/rgb/DFDC/test/frames/bfflcttxnt,1,DFDC,1,30,1.066667,1,32 frames available
bfhopktrek,datasets/rgb/DFDC/test/frames/bfhopktrek,1,DFDC,1,30,1.066667,1,32 frames available
bfkjxlcflx,datasets/rgb/DFDC/test/frames/bfkjxlcflx,1,DFDC,1,30,0.366667,1,11 frames available
bftfkocdhh,datasets/rgb/DFDC/test/frames/bftfkocdhh,0,DFDC,1,30,1.066667,1,32 frames available
bfungfwban,datasets/rgb/DFDC/test/frames/bfungfwban,1,DFDC,1,30,1.066667,1,32 frames available
bfvwpdcweq,datasets/rgb/DFDC/test/frames/bfvwpdcweq,0,DFDC,1,30,0.666667,1,20 frames available
bgatehlaff,datasets/rgb/DFDC/test/frames/bgatehlaff,1,DFDC,1,30,1.066667,1,32 frames available
bghrzhnugd,datasets/rgb/DFDC/test/frames/bghrzhnugd,1,DFDC,1,30,1.066667,1,32 frames available
bgkxbzfirn,datasets/rgb/DFDC/test/frames/bgkxbzfirn,1,DFDC,1,30,1.066667,1,32 frames available
bglhicdktn,datasets/rgb/DFDC/test/frames/bglhicdktn,0,DFDC,1,30,1.066667,1,32 frames available
bglinmcjcs,datasets/rgb/DFDC/test/frames/bglinmcjcs,0,DFDC,1,30,1.066667,1,32 frames available
bgmhxtkgsr,datasets/rgb/DFDC/test/frames/bgmhxtkgsr,1,DFDC,1,30,1.066667,1,32 frames available
bgmpmgtxkt,datasets/rgb/DFDC/test/frames/bgmpmgtxkt,0,DFDC,0,30,1.066667,1,32 frames available
bgsjwznbge,datasets/rgb/DFDC/test/frames/bgsjwznbge,0,DFDC,1,30,1.066667,1,32 frames available
bgwytqcaox,datasets/rgb/DFDC/test/frames/bgwytqcaox,0,DFDC,1,30,1.066667,1,32 frames available
bgxuqahjrj,datasets/rgb/DFDC/test/frames/bgxuqahjrj,1,DFDC,0,30,1.066667,1,32 frames available
bgyddrjzhs,datasets/rgb/DFDC/test/frames/bgyddrjzhs,1,DFDC,1,30,1.066667,1,32 frames available
bhbzlgisdx,datasets/rgb/DFDC/test/frames/bhbzlgisdx,1,DFDC,1,30,1.066667,1,32 frames available
bhdexivpfb,datasets/rgb/DFDC/test/frames/bhdexivpfb,1,DFDC,1,30,1.066667,1,32 frames available
bhdplxfbwn,datasets/rgb/DFDC/test/frames/bhdplxfbwn,0,DFDC,1,30,1.066667,1,32 frames available
bhgytazmnr,datasets/rgb/DFDC/test/frames/bhgytazmnr,1,DFDC,1,30,0.4,1,12 frames available
bhhcmvjuks,datasets/rgb/DFDC/test/frames/bhhcmvjuks,0,DFDC,1,30,1.066667,1,32 frames available
bhkzywsspn,datasets/rgb/DFDC/test/frames/bhkzywsspn,1,DFDC,1,30,1.066667,1,32 frames available
bhtytlxyau,datasets/rgb/DFDC/test/frames/bhtytlxyau,0,DFDC,1,30,1.066667,1,32 frames available
bhvbcfoncb,datasets/rgb/DFDC/test/frames/bhvbcfoncb,1,DFDC,1,30,1.066667,1,32 frames available
